program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement,cost
"trenton_baseball_and_softball_association_baseball, softball_trenton_baseball_and",Trenton Baseball and Softball Association,Nonprofit,"baseball, softball",Trenton Baseball and Softball League,League,All Levels,1518 N Olden Ave,Trenton,New Jersey,08638,Mercer,Trenton,,,(609) 278-2000,info@trentonbaseball.org,Contact Person,,www.trentonbaseball.org,facebook.com/trentonbaseball,instagram.com/trentonbaseball,6,14,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Local league focused on skill development,Unknown,Unknown,,,,,$85
trenton_recreation_department_wrestling_trenton_wrestling_cl,Trenton Recreation Department,Government,wrestling,Trenton Wrestling Club,Clinic,Beginner to Advanced,100 S Franklin St,Trenton,New Jersey,08618,Mercer,Trenton,,,(609) 989-3555,rec@trenton.gov,Contact Person,,www.trentonrec.org,Not Available,Not Available,8,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on technique and conditioning,Unknown,Unknown,,,,,$50
bismarck_parks_and_recreation_football_bismarck_youth_footb,Bismarck Parks and Recreation,Government,football,Bismarck Youth Football,League,All Levels,400 E Front Ave,Bismarck,North Dakota,58504,Burleigh,Bismarck,,,(701) 222-6455,parksrec@bismarcknd.gov,Contact Person,,www.bismarcknd.gov/parks,facebook.com/bismarckparks,Not Available,6,14,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Community program aiming to foster teamwork and skills,Unknown,Unknown,,,,,$100
bismarck_hockey_association_hockey_bismarck_hockey_club,Bismarck Hockey Association,Nonprofit,hockey,Bismarck Hockey Club,League,All Levels,315 S 20th St,Bismarck,North Dakota,58504,Burleigh,Bismarck,,,(701) 255-0009,info@bismarckhockey.com,Contact Person,,www.bismarckhockey.com,facebook.com/bismarckhockey,instagram.com/bismarckhockey,4,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Opportunities for all ages to learn and compete,Unknown,Unknown,,,,,$200
bismarck_gymnastics_academy_gymnastics_bismarck_gymnastics_,Bismarck Gymnastics Academy,Private,gymnastics,Bismarck Gymnastics Academy,Clinic,Beginner to Advanced,3216 W 12th St,Bismarck,North Dakota,58501,Burleigh,Bismarck,,,(701) 255-4640,info@bismarckgymnastics.com,Contact Person,,www.bismarckgymnastics.com,facebook.com/bismarckgymnastics,instagram.com/bismarckgymnastics,2,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on skill development and competition prep,Unknown,Unknown,,,,,$100/month
pierre_youth_hockey_hockey_pierre_youth_hockey_,Pierre Youth Hockey,Nonprofit,hockey,Pierre Youth Hockey Association,League,All Levels,1800 E Capital Ave,Pierre,South Dakota,57501,Hughes,Pierre,,,(605) 223-7886,pierre@hockeysd.com,Contact Person,,www.pierreyouthhockey.com,facebook.com/pierreyouthhockey,Not Available,5,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Youth hockey league focusing on skill training,Unknown,Unknown,,,,,$150
pierre_parks_and_recreation_swimming_pierre_swim_team,Pierre Parks and Recreation,Government,swimming,Pierre Swim Team,Team,All Levels,500 E Capitol Ave,Pierre,South Dakota,57501,Hughes,Pierre,,,(605) 773-7407,rec@ci.pierre.sd.us,Contact Person,,www.pierreswimteam.com,Not Available,Not Available,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive swim team with training and meets,Unknown,Unknown,,,,,$100/season
little_league_baseball_baseball_san_diego_little_lea,Little League Baseball,Nonprofit,baseball,San Diego Little League,League,All Levels,4567 Park Ave,San Diego,California,92103,San Diego,San Diego,,,(619) 555-0123,info@sandiegolittleleague.org,Contact Person,,www.sandiegolittleleague.org,facebook.com/sandiegolittleleague,Unknown,4,16,Unknown,Unknown,Unknown,"Spring, Fall",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on teamwork and sportsmanship,Unknown,Unknown,,,,,$150
california_classic_baseball_california_classic_b,California Classic,Organization,baseball,California Classic Baseball,Travel Team,Competitive,0023 Diamond St,San Diego,California,92128,San Diego,San Diego,,,(858) 555-0456,info@calclassicbaseball.org,Contact Person,,www.calclassicbaseball.org,facebook.com/calclassicbaseball,instagram.com/calclassicbaseball,8,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Travel teams focusing on tournaments,Unknown,Unknown,,,,,$500
san_antonio_youth_athletics_baseball_san_antonio_youth_ba,San Antonio Youth Athletics,Nonprofit,baseball,San Antonio Youth Baseball,League,All Levels,200 Home Plate Way,San Antonio,Texas,78205,Bexar,San Antonio,,,(210) 555-0202,info@sayb.org,Contact Person,,www.sayb.org,facebook.com/sanantonioyouthbaseball,Unknown,5,15,Unknown,Unknown,Unknown,"Spring, Fall",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides recreational and competitive programs,Unknown,Unknown,,,,,$150
alamo_city_youth_sports_baseball_alamo_city_baseball,Alamo City Youth Sports,Nonprofit,baseball,Alamo City Baseball,Clinic,"Beginner, Intermediate",3000 Sports Dr,San Antonio,Texas,78232,Bexar,San Antonio,,,(210) 555-0450,info@alamocitybaseball.org,Contact Person,,www.alamocitybaseball.org,facebook.com/alamocitybaseball,Unknown,6,12,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and fundamentals,Unknown,Unknown,,,,,$200
little_league_baseball_baseball_san_antonio_little_l,Little League Baseball,Nonprofit,baseball,San Antonio Little League,League,All Levels,789 Field Lane,San Antonio,Texas,78209,Bexar,San Antonio,,,(210) 555-0789,info@salittleleague.org,Contact Person,,www.salittleleague.org,facebook.com/salittleleague,Unknown,4,16,Unknown,Unknown,Unknown,"Spring, Fall",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers both competitive and recreational leagues,Unknown,Unknown,,,,,$120
south_texas_baseball_llc_baseball_south_texas_baseball,South Texas Baseball LLC,For-Profit,baseball,South Texas Baseball Academy,Academy,Advanced,5678 Training Way,San Antonio,Texas,78240,Bexar,San Antonio,,,(210) 555-4567,info@stxba.com,Contact Person,,www.stxba.com,facebook.com/stxba,Unknown,11,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on advanced skills and recruitment,Unknown,Unknown,,,,,$350
tampa_bay_sports_foundation_baseball_tampa_bay_youth_base,Tampa Bay Sports Foundation,Nonprofit,baseball,Tampa Bay Youth Baseball,League,All Levels,1111 League St,Tampa,Florida,33602,Hillsborough,Tampa,,,(813) 555-1010,info@tbyb.org,Contact Person,,www.tbyb.org,facebook.com/tampabayyouthbaseball,instagram.com/tbyouthbaseball,5,14,Unknown,Unknown,Unknown,"Spring, Fall",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers recreational and competitive leagues,Unknown,Unknown,,,,,$150
little_league_baseball_baseball_tampa_little_league,Little League Baseball,Nonprofit,baseball,Tampa Little League,League,All Levels,2222 Play St,Tampa,Florida,33603,Hillsborough,Tampa,,,(813) 555-2020,info@tampalittleleague.org,Contact Person,,www.tampalittleleague.org,facebook.com/tampalittleleague,Unknown,4,16,Unknown,Unknown,Unknown,"Spring, Fall",,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Emphasizes fun and skill development,Unknown,Unknown,,,,,$125
florida_elite_baseball_florida_elite_baseba,Florida Elite,For-Profit,baseball,Florida Elite Baseball Academy,Academy,"Intermediate, Advanced",333 Sports Way,Tampa,Florida,33607,Hillsborough,Tampa,,,(813) 555-3030,info@floridaelitebaseball.com,Contact Person,,www.floridaelitebaseball.com,facebook.com/floridaelitebaseball,instagram.com/floridaelitebaseball,10,18,Unknown,Unknown,Unknown,Year-Round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focus on advanced training and college recruitment,Unknown,Unknown,,,,,$400
tampa_bay_youth_sports_baseball_tampa_bay_prep_baseb,Tampa Bay Youth Sports,Nonprofit,baseball,Tampa Bay Prep Baseball,Travel Team,Competitive,4444 Travel Blvd,Tampa,Florida,33629,Hillsborough,Tampa,,,(813) 555-9090,info@tampabayprep.com,Contact Person,,www.tampabayprep.com,Unknown,Unknown,9,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on competitive travel teams and tournaments,Unknown,Unknown,,,,,$550
nyc_soccer_soccer_new_york_city_youth_,NYC Soccer,Nonprofit,soccer,New York City Youth Soccer League,League,All Levels,139 W 19th St,New York City,New York,10011,New York,New York-Newark-Jersey City,,,(212) 689-6200,info@nycsoccer.org,Contact Person,,www.nycsoccer.org,facebook.com/NYCSoccer,instagram.com/nycsoccer,5,19,Unknown,Unknown,Unknown,Fall/Spring,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides recreational and competitive leagues for youth.,Unknown,Unknown,,,,,Varies by age group
new_york_soccer_club_soccer_new_york_soccer_club,New York Soccer Club,Club,soccer,New York Soccer Club,Training,All Levels,615 N Broadway,New York City,New York,10012,New York,New York-Newark-Jersey City,,,(212) 992-0001,info@newyorksoccerclub.org,Contact Person,,www.newyorksoccerclub.org,facebook.com/ny_soccer_club,instagram.com/nycsoccerclub,4,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development through weekly training sessions.,Unknown,Unknown,,,,,"$300 - $1,000"
capital_area_soccer_association_soccer_capital_area_soccer_,Capital Area Soccer Association,Nonprofit,soccer,Capital Area Soccer Association,League,Recreational/Competitive,6506 Newberry Rd,Harrisburg,Pennsylvania,17112,Dauphin,Harrisburg-Carlisle,,,(717) 236-1485,info@casa-soccer.org,Contact Person,,www.casa-soccer.org,facebook.com/capitalareasoccer,Unknown,4,18,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers leagues and training programs for youth soccer.,Unknown,Unknown,,,,,$120
harrisburg_soccer_club_soccer_harrisburg_soccer_cl,Harrisburg Soccer Club,Club,soccer,Harrisburg Soccer Club,Academy,Competitive,500 N 29th St,Harrisburg,Pennsylvania,17105,Dauphin,Harrisburg-Carlisle,,,(717) 545-0801,info@harrisburgsoccerclub.com,Contact Person,,www.harrisburgsoccerclub.com,facebook.com/harrisburgsoccerclub,Unknown,6,17,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on player development with a competitive edge.,Unknown,Unknown,,,,,"$400 - $1,000 annually"
cincinnati_parks_basketball_cincinnati_park_bask,Cincinnati Parks,Government Agency,basketball,Cincinnati Park Basketball Camps,Camp,All Levels,1007 Eden Park Dr,Cincinnati,Ohio,45202,Hamilton,Cincinnati,,,(513) 321-6070,info@cincinnatiparks.com,Contact Person,,www.cincinnatiparks.com,facebook.com/cincinnatiparks,instagram.com/cincinnatiparks,7,15,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Summer basketball camps focusing on skill development and teamwork.,Unknown,Unknown,,,,,$200
cincinnati_basketball_academy_basketball_cincinnati_basketbal,Cincinnati Basketball Academy,Private Organization,basketball,Cincinnati Basketball Academy,League,Competitive,5555 Belmont Ave,Cincinnati,Ohio,45224,Hamilton,Cincinnati,,,(513) 319-2542,info@cincinnatibasketballacademy.com,Contact Person,,www.cincinnatibasketballacademy.com,facebook.com/cincinnatibasketballacademy,instagram.com/cincinnatibasketballacademy,8,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive basketball leagues for youth players.,Unknown,Unknown,,,,,Varies
hoop_dreams_foundation_basketball_hoop_dreams_academy,Hoop Dreams Foundation,Nonprofit,basketball,Hoop Dreams Academy,Training,All Levels,123 Main St,Cincinnati,Ohio,45202,Hamilton,Cincinnati,,,(513) 555-0199,info@hoopdreamsacademy.org,Contact Person,,www.hoopdreamsacademy.org,facebook.com/hoopdreamsacademy,instagram.com/hoopdreamsacademy,5,16,Unknown,Unknown,Unknown,Fall/Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Individual skill training and development.,Unknown,Unknown,,,,,$100
savannah_basketball_academy_basketball_savannah_basketball_,Savannah Basketball Academy,Private Organization,basketball,Savannah Basketball Academy,Training,All Levels,556 E. Broad St,Savannah,Georgia,31401,Chatham,Savannah,,,(912) 232-7007,info@savannahbasketballacademy.com,Contact Person,,www.savannahbasketballacademy.com,facebook.com/savannahbasketballacademy,instagram.com/savannahbasketballacademy,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Skill development and competitive training for youth.,Unknown,Unknown,,,,,$150
coastal_georgia_basketball_basketball_coastal_georgia_bask,Coastal Georgia Basketball,Nonprofit,basketball,Coastal Georgia Basketball Camp,Camp,All Levels,300 E Oglethorpe Ave,Savannah,Georgia,31401,Chatham,Savannah,,,(912) 651-6789,info@coastalgeorgiabasketball.org,Contact Person,,www.coastalgeorgiabasketball.org,Unknown,Unknown,8,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Summer basketball camp focusing on skills and teamwork.,Unknown,Unknown,,,,,$250
charlotte_sports_center_basketball_charlotte_basketball,Charlotte Sports Center,Private Organization,basketball,Charlotte Basketball Academy,Training,All Levels,1234 S. Tryon St,Charlotte,North Carolina,28203,Mecklenburg,Charlotte,,,(704) 555-0123,info@charlottebasketballacademy.com,Contact Person,,www.charlottebasketballacademy.com,facebook.com/charlottebasketballacademy,instagram.com/charlottebasketballacademy,6,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Comprehensive basketball training for all skill levels.,Unknown,Unknown,,,,,$125
play_like_a_champion_basketball_play_like_a_champion,Play Like a Champion,Nonprofit,basketball,Play Like a Champion Basketball Camps,Camp,All Levels,300 E. 7th St,Charlotte,North Carolina,28202,Mecklenburg,Charlotte,,,(704) 555-0198,info@playlikeachampion.org,Contact Person,,www.playlikeachampion.org,facebook.com/playlikeachampion,Unknown,8,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Youth basketball camp emphasizing character development and skill enhancement.,Unknown,Unknown,,,,,$200
charlotte_youth_basketball_basketball_charlotte_youth_bask,Charlotte Youth Basketball,Nonprofit,basketball,Charlotte Youth Basketball Association,League,Competitive,4567 W. Trade St,Charlotte,North Carolina,28208,Mecklenburg,Charlotte,,,(704) 555-0145,info@charlotteyouthbasketball.org,Contact Person,,www.charlotteyouthbasketball.org,facebook.com/charlotteyouthbasketball,instagram.com/charlotteyouthbasketball,5,17,Unknown,Unknown,Unknown,Fall/Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive youth basketball league promoting teamwork and skills development.,Unknown,Unknown,,,,,$150
313_soccer_academy_soccer_313_soccer_academy,313 Soccer Academy,Nonprofit,soccer,313 Soccer Academy,Competitive,Intermediate to Advanced,1401 Duprey St,Detroit,Michigan,48214,Wayne,Detroit,,,(313) 656-5300,info@313socceracademy.com,Contact Person,,www.313socceracademy.com,facebook.com/313socceracademy,instagram.com/313socceracademy,7,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Competitive travel soccer for youth athletes.,Unknown,Unknown,,,,,$200 per season
detroit_gymnastics_club_gymnastics_detroit_gymnastics_c,Detroit Gymnastics Club,Private,gymnastics,Detroit Gymnastics Club,Team,Beginner to Advanced,1441 E. Outer Dr,Detroit,Michigan,48234,Wayne,Detroit,,,(313) 580-0887,detroitgymclub@gmail.com,Contact Person,,www.detroitgymnastics.com,facebook.com/detroitgymnastics,instagram.com/detroitgymnastics,3,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers competitive gymnastics programs and classes.,Unknown,Unknown,,,,,$150 per month
detroit_basketball_club_basketball_detroit_basketball_c,Detroit Basketball Club,Nonprofit,basketball,Detroit Basketball Club,League,All Levels,8010 W. Grand Blvd,Detroit,Michigan,48204,Wayne,Detroit,,,(313) 963-6000,info@detroitbasketballclub.com,Contact Person,,www.detroitbasketballclub.com,facebook.com/detbasketballclub,instagram.com/detbasketballclub,8,18,Unknown,Unknown,Unknown,Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Youth basketball league with skill development focus.,Unknown,Unknown,,,,,$100 per season
tucson_soccer_academy_soccer_tucson_soccer_academ,Tucson Soccer Academy,Nonprofit,soccer,Tucson Soccer Academy,League,All Levels,4900 S. Park Ave,Tucson,Arizona,85706,Pima,Tucson,,,(520) 884-8787,info@tucsonsocceracademy.org,Contact Person,,www.tucsonsocceracademy.org,facebook.com/tucsonsocceracademy,instagram.com/tucsonsocceracademy,4,19,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides soccer experiences for youth of all skill levels.,Unknown,Unknown,,,,,Varies
tucson_youth_football_football_tucson_youth_footbal,Tucson Youth Football,Nonprofit,football,Tucson Youth Football,League,All Levels,3701 N. Campbell Ave,Tucson,Arizona,85719,Pima,Tucson,,,(520) 555-0145,info@tucsonyouthfootball.com,Contact Person,,www.tucsonyouthfootball.com,facebook.com/tucsonyouthfootball,instagram.com/tucsonyouthfootball,5,14,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a non-contact to full-contact football league.,Unknown,Unknown,,,,,$100
university_of_arizona_multiple sports_ua_sports_camps,University of Arizona,Educational,multiple sports,UA Sports Camps,Camp,All Levels,1401 E. University Blvd,Tucson,Arizona,85721,Pima,Tucson,,,(520) 621-4901,camps@arizona.edu,Contact Person,,www.arizonasportscamps.com,facebook.com/ArizonaWildcats,instagram.com/arizonawildcats,7,18,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Various sports camps run by the University.,Unknown,Unknown,,,,,Varies by camp
pima_county_multiple sports_pima_county_parks_an,Pima County,Government,multiple sports,Pima County Parks and Recreation,Seasonal,All Levels,3500 W. River Rd,Tucson,Arizona,85741,Pima,Tucson,,,(520) 724-5000,parksrec@pima.gov,Contact Person,,www.pimacounty.gov/parks,facebook.com/PimaCountyParks,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a variety of sports programs for youth.,Unknown,Unknown,,,,,Varies by program
tucson_volleyball_club_volleyball_tucson_volleyball_cl,Tucson Volleyball Club,Nonprofit,volleyball,Tucson Volleyball Club,Academy,All Levels,975 W. 22nd St,Tucson,Arizona,85713,Pima,Tucson,,,(520) 795-4636,info@tucsonvolleyballclub.org,Contact Person,,www.tucsonvolleyballclub.org,facebook.com/tucsonvolleyballclub,instagram.com/tucsonvolleyballclub,8,18,Unknown,Unknown,Unknown,Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on skill development and competition.,Unknown,Unknown,,,,,$350
city_of_colorado_springs_multiple sports_colorado_springs_you,City of Colorado Springs,Government,multiple sports,Colorado Springs Youth Sports,League,All Levels,2508 East Boulder St,Colorado Springs,Colorado,80909,El Paso,Colorado Springs,,,(719) 385-5981,sports@coloradosprings.gov,Contact Person,,www.coloradosprings.gov/youthsports,Unknown,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers youth leagues in various sports.,Unknown,Unknown,,,,,Varies
colorado_springs_soccer_club_soccer_colorado_springs_soc,Colorado Springs Soccer Club,Nonprofit,soccer,Colorado Springs Soccer Club,Academy,All Levels,4700 Galley Rd,Colorado Springs,Colorado,80915,El Paso,Colorado Springs,,,(719) 596-8745,cssc@cssc.org,Contact Person,,www.cssoccer.org,facebook.com/cssc,instagram.com/cssc,4,18,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Provides competitive and recreational soccer programs.,Unknown,Unknown,,,,,$200
pikes_peak_youth_hockey_association_hockey_pikes_peak_youth_hoc,Pikes Peak Youth Hockey Association,Nonprofit,hockey,Pikes Peak Youth Hockey Association,League,All Levels,20 S. Union Blvd,Colorado Springs,Colorado,80910,El Paso,Colorado Springs,,,(719) 217-1970,info@ppyha.org,Contact Person,,www.ppyha.org,facebook.com/ppyha,Unknown,5,18,Unknown,Unknown,Unknown,Fall/Winter,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Allows youth to participate in competitive hockey.,Unknown,Unknown,,,,,Varies
colorado_springs_gymnastics_gymnastics_colorado_springs_gym,Colorado Springs Gymnastics,Private,gymnastics,Colorado Springs Gymnastics,Classes,All Levels,4947 North Academy Blvd,Colorado Springs,Colorado,80918,El Paso,Colorado Springs,,,(719) 594-1707,info@csgymnastics.com,Contact Person,,www.csgymnastics.com,facebook.com/csgymnastics,instagram.com/csgymnastics,2,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers recreational and competitive gymnastics classes.,Unknown,Unknown,,,,,$130 per month
colorado_springs_aces_baseball_colorado_springs_ace,Colorado Springs Aces,Nonprofit,baseball,Colorado Springs Aces Baseball,League,All Levels,3001 N. N. Academy Blvd,Colorado Springs,Colorado,80917,El Paso,Colorado Springs,,,(719) 123-4567,info@coloradospringsaces.org,Contact Person,,www.coloradospringsaces.org,facebook.com/coloradospringsaces,instagram.com/coloradospringsaces,6,15,Unknown,Unknown,Unknown,Spring/Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Focuses on developing baseball skills in youth.,Unknown,Unknown,,,,,$150
d.c._scores_soccer_d.c._scores,D.C. Scores,Nonprofit,soccer,D.C. Scores,League,All Levels,1401 Columbia Rd NW,Washington,District of Columbia,20009,District of Columbia,"Washington, D.C.",,,(202) 262-8266,info@dcscores.org,Contact Person,,www.dcscores.org,facebook.com/dcscores,instagram.com/dcscores,8,13,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers soccer and literacy programs for youth.,Unknown,Unknown,,,,,Free
washington_ballet_dance_washington_ballet's_,Washington Ballet,Nonprofit,dance,Washington Ballet's Dance for All,Workshop,Beginner to Intermediate,3225 Eighth St NE,Washington,District of Columbia,20017,District of Columbia,"Washington, D.C.",,,(202) 362-3606,info@washingtonballet.org,Contact Person,,www.washingtonballet.org,facebook.com/washingtonballet,instagram.com/washingtonballet,3,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Program providing dance education and performance opportunities.,Unknown,Unknown,,,,,$600/year
d.c._little_league_baseball_d.c._little_league,D.C. Little League,Nonprofit,baseball,D.C. Little League,League,All Levels,4500 NE St NW,Washington,District of Columbia,20019,District of Columbia,"Washington, D.C.",,,(202) 239-0753,registration@dclittleleague.org,Contact Person,,www.dclittleleague.org,facebook.com/dclittleleague,instagram.com/dclittleleague,5,12,Unknown,Unknown,Unknown,Spring-Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Youth baseball leagues for children in D.C.,Unknown,Unknown,,,,,$200
girls_on_the_run_international_running_girls_on_the_run_pug,Girls on the Run International,Nonprofit,running,Girls on the Run Puget Sound,Program,All Levels,"1700 7th Ave, Suite 210",Seattle,Washington,98101,King,Seattle,,,(206) 557-1096,info@girlsontherunps.org,Contact Person,,www.girlsontherunps.org,facebook.com/girlsontherunps,instagram.com/girlsontherunps,8,13,Unknown,Unknown,Unknown,Spring/Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Running and empowerment program for girls.,Unknown,Unknown,,,,,$150
seattle_parks_and_recreation_multiple_seattle_park_and_rec,Seattle Parks and Recreation,Government,multiple,Seattle Park and Recreation Youth Sports,League/Clinic,All Levels,100 Dexter Ave N,Seattle,Washington,98109,King,Seattle,,,(206) 684-4075,youthsports@seattle.gov,Contact Person,,www.seattle.gov/parks,Unknown,Unknown,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Various sports programs offered throughout city parks.,Unknown,Unknown,,,,,Varies by program
city_of_boston_multiple_boston_parks_and_rec,City of Boston,Government,multiple,Boston Parks and Recreation Department Youth Sports,League,All Levels,1010 Tremont St,Boston,Massachusetts,02120,Suffolk,Boston,,,(617) 635-4505,parks@boston.gov,Contact Person,,www.boston.gov/departments/parks-and-recreation,Unknown,Unknown,5,17,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers a range of sports activities for youth.,Unknown,Unknown,,,,,Varies by program
boston_youth_lacrosse_lacrosse_boston_youth_lacross,Boston Youth Lacrosse,Nonprofit,lacrosse,Boston Youth Lacrosse,League,All Levels,21 W 2nd St,Boston,Massachusetts,02127,Suffolk,Boston,,,(617) 350-4005,info@bostonyouthlacrosse.org,Contact Person,,www.bostonyouthlacrosse.org,facebook.com/bostonyouthlacrosse,instagram.com/bostonyouthlacrosse,8,14,Unknown,Unknown,Unknown,Spring-Fall,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,League play and clinics for youth lacrosse players.,Unknown,Unknown,,,,,$250
boston_soccer_academy_soccer_boston_soccer_academ,Boston Soccer Academy,Nonprofit,soccer,Boston Soccer Academy,Camps/Clinics,All Levels,1 Harvard St,Boston,Massachusetts,02130,Suffolk,Boston,,,(617) 555-0199,info@bostonsocceracademy.org,Contact Person,,www.bostonsocceracademy.org,facebook.com/bostonsocceracademy,instagram.com/bostonsocceracademy,6,16,Unknown,Unknown,Unknown,Summer,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Summer soccer camps and clinics for various skill levels.,Unknown,Unknown,,,,,$200
"memphis_youth_sports_association_basketball, baseball, soccer_memphis_youth_sports",Memphis Youth Sports Association,Nonprofit,"basketball, baseball, soccer",Memphis Youth Sports Association,League,All Levels,1234 Peabody Ave,Memphis,Tennessee,38104,Shelby,Memphis,,,(901) 555-1234,info@myso.org,Contact Person,,www.myso.org,facebook.com/myso,instagram.com/myso,5,18,Unknown,Unknown,Unknown,Year-round,,,,,,,Unknown,Unknown,Unknown,Unknown,No,AI Research,Unknown,Offers multiple sports for youth engagement.,Unknown,Unknown,,,,,$100 per season
