program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement
USAWrestling_002,ACG Wrestling Club,USA Wrestling Club,Wrestling,Youth & Competitive Wrestling,Club,all_levels,252 SW 12th Ave.,Deerfield Beach,FL,33442,Broward,Fort Lauderdale,26.3151,-80.0916,+1-954-471-0335,tw@teamwilliams.org,Steve Williams,Steve Williams,https://americancombatgym.com/,https://www.facebook.com/AmericanCombatGym/,https://www.instagram.com/americancombatgym/,6,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yelp reviews available for American Combat Gym (wrestling program is part of the facility).,4.5,5,Yes,thefloridawrestlingroom.com;usawmembership.com;americancombatgym.com;yelp.com,2025-12-13,Listed as a USA Wrestling/FAWA registered club practicing at American Combat Gym. Director contact per FAWA list. | Facility main phone (754) 333-8058 listed on gym site.,"wrestling classes deerfield beach florida,youth wrestling training broward county,american combat gym wrestling,wrestling programs near me broward",gym,"Combat training area, wrestling mats, strength training",Yes,USA Wrestling certified coaches,moderate
FL_00094,City of Fruitland Park,City Parks & Rec,Flag Football,Flag Football (Recreational),League,recreational,205 W Berckman St,Fruitland Park,FL,34731,Lake County,Orlando,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://fruitlandpark.org,Unknown,Unknown,5,14,"Youth, Teen",coed,Unknown,fall,$70,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Fruitland Park Community Center. Includes uniform. Season detail: Fall.,"flag football for kids fruitland park florida,flag football recreational fruitland park,city of fruitland park flag football fruitland park,flag football fall fruitland park florida",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00095,St. Johns County Parks,County Parks & Rec,Fishing,Fishing (Camp),Camp,all_levels,6795 Collier Rd,St. Augustine,FL,32092,St. Johns County,St. Augustine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://staugbch.com,Unknown,Unknown,12,15,"Youth, Teen",coed,Unknown,summer,$170,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Trout Creek. Includes rod/reel and tackle box. Season detail: Summer.,"fishing for kids st. augustine florida,fishing camp st. augustine,st. johns county parks fishing st. augustine,fishing summer st. augustine florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00096,Apollo Gymnastics,Independent Organization,Gymnastics,Gymnastics (Recreational),League,recreational,2140 Range Rd Suite E,Clearwater,FL,33765,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://apollogymnastics.com,Unknown,Unknown,1,18,"Preschool, Youth, Teen",coed,Unknown,year_round,Unknown,$95 4 weeks,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Apollo Gymnastics. Free trial class available; Pricing per term. Season detail: Year-Round.,"gymnastics for kids clearwater florida,gymnastics recreational clearwater,apollo gymnastics gymnastics clearwater,gymnastics year_round clearwater florida",gym,Unknown,Unknown,Unknown,Unknown
FL_00097,LaFleurs Gymnastics,Independent Organization,Gymnastics,Gymnastics (Rec/Competitive),League,competitive,66th St N 33777,Largo,FL,10205,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://lafleursgymnastics.com,Unknown,Unknown,2,18,"Preschool, Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: LaFleurs Largo. Largest facility in Pinellas. Season detail: Year-Round.,"gymnastics for kids largo florida,gymnastics rec/competitive largo,lafleurs gymnastics gymnastics largo,gymnastics year_round largo florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00098,Future Flipz,Independent Organization,Gymnastics,Gymnastics (Rec/Camp),Camp,all_levels,1701 Coachman Plaza Dr,Clearwater,FL,33759,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://futureflipz.com,Unknown,Unknown,2,18,"Preschool, Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Future Flipz. Offers open gym and birthday parties. Season detail: Year-Round.,"gymnastics for kids clearwater florida,gymnastics rec/camp clearwater,future flipz gymnastics clearwater,gymnastics year_round clearwater florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00099,Ninja Academy of Martial Arts,Independent Organization,Martial Arts,Martial Arts (Instructional),Instruction,all_levels,1171 62nd Ave N,St. Petersburg,FL,33702,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://ninjaacademystpete.com,Unknown,Unknown,4,17,"Preschool, Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Ninja Academy. Specializes in youth development. Season detail: Year-Round.,"martial arts for kids st. petersburg florida,martial arts instructional st. petersburg,ninja academy of martial arts martial arts st. petersburg,martial arts year_round st. petersburg florida",gym,Unknown,Unknown,Unknown,Unknown
FL_00100,Victory Martial Arts,Independent Organization,Martial Arts,Martial Arts (Instructional),Instruction,all_levels,2545 Countryside Blvd,Clearwater,FL,33761,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://victoryma.com,Unknown,Unknown,4,17,"Preschool, Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Victory Martial Arts. Focus on discipline and self-defense. Season detail: Year-Round.,"martial arts for kids clearwater florida,martial arts instructional clearwater,victory martial arts martial arts clearwater,martial arts year_round clearwater florida",gym,Unknown,Unknown,Unknown,Unknown
FL_00101,St. Petersburg Tennis Center,Independent Organization,Tennis,Tennis (Instructional/Comp),Instruction,all_levels,650 18th Ave S,St. Petersburg,FL,33705,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://stpetetenniscenter.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: St. Pete Tennis Center. 20 Clay Courts; USTA Junior Team Tennis. Season detail: Year-Round.,"tennis for kids st. petersburg florida,tennis instructional/comp st. petersburg,st. petersburg tennis center tennis st. petersburg,tennis year_round st. petersburg florida",tennis_center,Unknown,Unknown,Unknown,Unknown
FL_00102,Seminole Lake Family Tennis,Independent Organization,Tennis,Tennis (Instructional),Instruction,all_levels,6150 Augusta Blvd,Seminole,FL,33777,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://seminolelake.net,Unknown,Unknown,5,18,"Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Seminole Lake Tennis Center. After-school clinics and summer camps. Season detail: Year-Round.,"tennis for kids seminole florida,tennis instructional seminole,seminole lake family tennis tennis seminole,tennis year_round seminole florida",tennis_center,Unknown,Unknown,Unknown,Unknown
FL_00103,Cove Cay Golf Club,Independent Organization,Golf,Golf (Instructional),Instruction,all_levels,2612 Cove Cay Dr,Clearwater,FL,33760,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://covecaygolf.com,Unknown,Unknown,4,17,"Preschool, Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Cove Cay Golf Club. Shriver Golf Academy; PGA Junior League. Season detail: Year-Round.,"golf for kids clearwater florida,golf instructional clearwater,cove cay golf club golf clearwater,golf year_round clearwater florida",gym,Unknown,Unknown,Unknown,Unknown
FL_00104,First Tee St. Petersburg,Independent Organization,Golf,Golf (Development),League,developmental,3800 22nd Ave S,St. Petersburg,FL,33711,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://firstteestpetersburg.org,Unknown,Unknown,5,17,"Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Twin Brooks Golf Course. Focus on life skills and core values. Season detail: Year-Round.,"golf for kids st. petersburg florida,golf development st. petersburg,first tee st. petersburg golf st. petersburg,golf year_round st. petersburg florida",golf_course,Unknown,Unknown,Unknown,Unknown
FL_00105,In His Image Wrestling,Independent Organization,Wrestling,Wrestling (Academy/Club),Academy,competitive,Dr MLK Jr St N 33716,St. Petersburg,FL,11200,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://inhisimagewrestling.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: In His Image Academy. Faith-based wrestling academy. Season detail: Year-Round.,"wrestling for kids st. petersburg florida,wrestling academy/club st. petersburg,in his image wrestling wrestling st. petersburg,wrestling year_round st. petersburg florida",gym,Unknown,Unknown,Unknown,Unknown
FL_00106,Beebe Trained Wrestling,Independent Organization,Wrestling,Wrestling (Academy/Club),Academy,competitive,8100 Park Blvd N,Pinellas Park,FL,33781,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://beebetrained.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Beebe Trained Facility. Elite training for youth and HS. Season detail: Year-Round.,"wrestling for kids pinellas park florida,wrestling academy/club pinellas park,beebe trained wrestling wrestling pinellas park,wrestling year_round pinellas park florida",park,Unknown,Unknown,Unknown,Unknown
FL_00107,Rock Solid Allstars,Independent Organization,Cheerleading,Cheerleading (Competitive/All-Star),League,competitive,8100 Park Blvd N,Pinellas Park,FL,33781,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://rocksolidallstars.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Rock Solid Gym. National competition teams. Season detail: Year-Round.,"cheerleading for kids pinellas park florida,cheerleading competitive/all-star pinellas park,rock solid allstars cheerleading pinellas park,cheerleading year_round pinellas park florida",park,Unknown,Unknown,Unknown,Unknown
FL_00108,Five Star Elite Allstars,Independent Organization,Cheerleading,Cheerleading (Competitive),League,competitive,6551 44th St N,Pinellas Park,FL,33781,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://fivestarelitecheer.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Five Star Gym. Unknown. Season detail: Year-Round.,"cheerleading for kids pinellas park florida,cheerleading competitive pinellas park,five star elite allstars cheerleading pinellas park,cheerleading year_round pinellas park florida",park,Unknown,Unknown,Unknown,Unknown
FL_00109,Blazin Ravenz Track Club,Independent Organization,Track & Field,Track & Field (AAU Club),Club,all_levels,1951 Gulf to Bay Blvd,Clearwater,FL,33764,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://blazinravenz.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Clearwater High School. AAU Junior Olympic qualifiers. Season detail: Spring/Summer.,"track & field for kids clearwater florida,track & field aau club clearwater,blazin ravenz track club track & field clearwater,track & field spring clearwater florida",school,Unknown,Unknown,Unknown,Unknown
FL_00110,Invicta Athletics,Independent Organization,Track & Field,Track & Field (Club),Club,all_levels,2650 10th Ave S,St. Petersburg,FL,33712,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://pinellascountysigmas.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Wildwood Sports Complex. Developmental and competitive track. Season detail: Spring/Summer.,"track & field for kids st. petersburg florida,track & field club st. petersburg,invicta athletics track & field st. petersburg,track & field spring st. petersburg florida",park,Unknown,Unknown,Unknown,Unknown
FL_00111,Maple Lanes Countryside,Independent Organization,Bowling,Bowling (Leagues),League,all_levels,US Hwy 19 N 33761,Clearwater,FL,27867,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://maplelanes.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Maple Lanes. Youth leagues and scholarship opportunities. Season detail: Year-Round.,"bowling for kids clearwater florida,bowling leagues clearwater,maple lanes countryside bowling clearwater,bowling year_round clearwater florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00112,Pin Chasers,Independent Organization,Bowling,Bowling (Leagues),League,all_levels,5555 Blvd,Seminole,FL,33772,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://pinchasers.net,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Pin Chasers. Free bowling for kids in summer programs. Season detail: Year-Round.,"bowling for kids seminole florida,bowling leagues seminole,pin chasers bowling seminole,bowling year_round seminole florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00113,St. Pete Dragons,Independent Organization,Lacrosse,Lacrosse (Rec/Travel),League,all_levels,1600 72nd St N,St. Petersburg,FL,33710,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://saintpetersburglacrosse.com,Unknown,Unknown,6,14,"Youth, Teen",coed,Yes,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Azalea Park. Member of Florida Gulf Coast Lacrosse League. Season detail: Spring 2026.,"lacrosse for kids st. petersburg florida,lacrosse rec/travel st. petersburg,st. pete dragons lacrosse st. petersburg,lacrosse spring st. petersburg florida",park,Unknown,Unknown,Unknown,Unknown
FL_00114,Clearwater Yellow Jackets,Independent Organization,Lacrosse,Lacrosse (Rec/Travel),League,all_levels,2450 Drew St,Clearwater,FL,33765,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://yellowjacketlacrosse.com,Unknown,Unknown,6,14,"Youth, Teen",coed,Yes,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Joe DiMaggio Sports Complex. Unknown. Season detail: Spring.,"lacrosse for kids clearwater florida,lacrosse rec/travel clearwater,clearwater yellow jackets lacrosse clearwater,lacrosse spring clearwater florida",park,Unknown,Unknown,Unknown,Unknown
FL_00115,Wolves Lacrosse Club,Independent Organization,Lacrosse,Lacrosse (Rec/Travel),League,all_levels,Lake Blanche Dr 33556,Odessa,FL,11880,Pasco County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://wolveslacrosseclub.com,Unknown,Unknown,6,14,"Youth, Teen",coed,Yes,spring,$250,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Starkey Ranch District Park. Feeds into N Pinellas high schools. Season detail: Spring. Note: Odessa spans Hillsborough & Pasco; facility is in the Odessa area.,"lacrosse for kids odessa florida,lacrosse rec/travel odessa,wolves lacrosse club lacrosse odessa,lacrosse spring odessa florida",park,Unknown,Unknown,Unknown,Unknown
FL_00116,St. Pete Pelicans,Independent Organization,Flag Football,Flag Football (Travel/Tournament),Travel,all_levels,Unknown,St. Petersburg,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://stpetepelicans.com,Unknown,Unknown,7,15,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Various. 5v5 and 7v7 focus. Season detail: Year-Round.,"flag football for kids st. petersburg florida,flag football travel/tournament st. petersburg,st. pete pelicans flag football st. petersburg,flag football year_round st. petersburg florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00117,i9 Sports St. Pete,Private League Operator,Flag Football,Flag Football (Rec League),League,all_levels,1320 5th St N,St. Petersburg,FL,33701,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://i9sports.com,Unknown,Unknown,4,14,"Preschool, Youth, Teen",coed,Yes,winter,~$169,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Huggins-Stengel Field. Practice same day as game. Season detail: Winter/Spring.,"flag football for kids st. petersburg florida,flag football rec league st. petersburg,i9 sports st. pete flag football st. petersburg,flag football winter st. petersburg florida",park,Unknown,Unknown,Unknown,Unknown
FL_00118,Florida Celtic Soccer Club,Independent Organization,Soccer,Soccer (Recreational),League,recreational,1779 S Belcher Rd,Largo,FL,33774,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://floridaceltic.com,Unknown,Unknown,4,19,"Preschool, Youth, Teen",coed,Unknown,fall,$135 - $260,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Belcher Road Soccer Complex. Includes uniform; $30 volunteer fee. Season detail: Fall/Spring.,"soccer for kids largo florida,soccer recreational largo,florida celtic soccer club soccer largo,soccer fall largo florida",park,Unknown,Unknown,Unknown,Unknown
FL_00119,Chargers Soccer Club,Independent Organization,Soccer,Soccer (In-House Rec),League,recreational,3060 N McMullen Booth Rd,Clearwater,FL,33761,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://chargerssoccer.com,Unknown,Unknown,6,10,Youth,coed,Unknown,winter,$215 - $235,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Countryside SportsPlex. Reg deadline Nov 2025. Season detail: Winter 2025/26.,"soccer for kids clearwater florida,soccer in-house rec clearwater,chargers soccer club soccer clearwater,soccer winter clearwater florida",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00120,West Florida Flames,Independent Organization,Soccer,Soccer (Competitive/Academy),Academy,competitive,3555 Old Keystone Rd,Tarpon Springs,FL,34688,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://fcflames.com,Unknown,Unknown,7,19,"Youth, Teen",coed,Unknown,year_round,$300 - $1400,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: East Lake Sports Complex. Elite platform (MLS NEXT). Season detail: Year-Round.,"soccer for kids tarpon springs florida,soccer competitive/academy tarpon springs,west florida flames soccer tarpon springs,soccer year_round tarpon springs florida",park,Unknown,Unknown,Unknown,Unknown
FL_00121,St. Pete Raiders,Independent Organization,Soccer,Soccer (Recreational),League,recreational,5701 Lee St NE,St. Petersburg,FL,33703,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://northeastraiders.org,Unknown,Unknown,4,14,"Preschool, Youth, Teen",coed,Unknown,fall,$190 - $210,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Puryear Park. Includes referee fees and uniform. Season detail: Fall/Spring.,"soccer for kids st. petersburg florida,soccer recreational st. petersburg,st. pete raiders soccer st. petersburg,soccer fall st. petersburg florida",park,Unknown,Unknown,Unknown,Unknown
FL_00122,Clearwater Little League,Little League,Baseball,Baseball (Rec (District 12)),League,all_levels,714 N Saturn Ave,Clearwater,FL,33755,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://clearwaterlittleleague.com,Unknown,Unknown,4,16,"Preschool, Youth, Teen",coed,Unknown,spring,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Sid Lickton Complex. Reg Open 12/1/25 - 1/10/26. Season detail: Spring 2026.,"baseball for kids clearwater florida,baseball rec (district 12) clearwater,clearwater little league baseball clearwater,baseball spring clearwater florida",park,Unknown,Unknown,Unknown,Unknown
FL_00123,Palm Harbor Little League,Little League,Baseball,Baseball (Rec (District 12)),League,all_levels,1631 9th St,Palm Harbor,FL,34683,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://palmharborlittleleague.com,Unknown,Unknown,4,16,"Preschool, Youth, Teen",coed,Unknown,fall,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Sunderman Complex. Unknown. Season detail: Spring/Fall.,"baseball for kids palm harbor florida,baseball rec (district 12) palm harbor,palm harbor little league baseball palm harbor,baseball fall palm harbor florida",park,Unknown,Unknown,Unknown,Unknown
FL_00124,Clearwater Jr. Tornadoes,Independent Organization,Football,Football (Tackle),League,all_levels,2450 Drew St,Clearwater,FL,33765,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://cjtzone.com,Unknown,Unknown,5,14,"Youth, Teen",coed,Unknown,fall,$200 - $300,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Joe DiMaggio Sports Complex. Requires City Rec Card. Season detail: Fall.,"football for kids clearwater florida,football tackle clearwater,clearwater jr. tornadoes football clearwater,football fall clearwater florida",park,Unknown,Unknown,Unknown,Unknown
FL_00125,Dunedin Jr. Falcons,Independent Organization,Football,Football (Pop Warner),League,all_levels,1651 Pinehurst Rd,Dunedin,FL,34698,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://dunedinjrfalcons.com,Unknown,Unknown,5,15,"Youth, Teen",coed,Yes,fall,$150 - $180,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Dunedin High School. Unknown. Season detail: Fall.,"football for kids dunedin florida,football pop warner dunedin,dunedin jr. falcons football dunedin,football fall dunedin florida",school,Unknown,Unknown,Unknown,Unknown
FL_00126,St. Pete Aquatics (SPA),Independent Organization,Swimming,Swimming (Competitive Club),Club,competitive,901 N Shore Dr NE,St. Petersburg,FL,33701,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://stpetersburgaquatics.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,$97/yr,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: North Shore Aquatic Complex. USA Swimming Gold Medal Club. Season detail: Year-Round.,"swimming for kids st. petersburg florida,swimming competitive club st. petersburg,st. pete aquatics (spa) swimming st. petersburg,swimming year_round st. petersburg florida",park,Unknown,Unknown,Unknown,Unknown
FL_00127,West Florida Lightning Aquatics,Independent Organization,Swimming,Swimming (Competitive),League,competitive,Vonn Rd 33774,Largo,FL,13120,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://wfla-swimming.com,Unknown,Unknown,5,18,"Youth, Teen",coed,Unknown,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Southwest Recreation Complex. Unknown. Season detail: Year-Round.,"swimming for kids largo florida,swimming competitive largo,west florida lightning aquatics swimming largo,swimming year_round largo florida",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00128,St. Pete Volleyball Club,Independent Organization,Volleyball,Volleyball (Club/Travel),Club,all_levels,5101 1st St NE,St. Petersburg,FL,33703,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://stpetevolleyball.com,Unknown,Unknown,10,18,"Youth, Teen",girls,Yes,winter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: Shorecrest Preparatory School. Teal and Black team tiers. Season detail: Winter/Spring.,"volleyball for kids st. petersburg florida,volleyball club/travel st. petersburg,st. pete volleyball club volleyball st. petersburg,volleyball winter st. petersburg florida",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00129,Pinellas Heat,Independent Organization,Volleyball,Volleyball (Club/Travel),Club,all_levels,1501 N Belcher Rd,Clearwater,FL,33765,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://heatvolleyball.com,Unknown,Unknown,10,18,"Youth, Teen",girls,Yes,winter,$1240 - $1800,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,No,user_provided,2025-12-13,Facility: The Long Center. Elite travel and regional club teams. Season detail: Winter/Spring.,"volleyball for kids clearwater florida,volleyball club/travel clearwater,pinellas heat volleyball clearwater,volleyball winter clearwater florida",Unknown,Unknown,Unknown,Unknown,Unknown
USAWrestling_003,Alpha Wrestling Club,USA Wrestling Club,Wrestling,Youth Wrestling Program,Club,all_levels,3225 Lockwood Blvd.,Oviedo,FL,32765,Seminole,Orlando,28.6673,-81.1964,+1-407-619-7154,scott@alphawrestling.com,Scott Diaz,Scott Diaz,https://Paul J. Hagerty High School,Unknown,Unknown,6,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,partner_feed,FAWA Official List,2025-12-13,High school facility,"wrestling classes oviedo florida,youth wrestling training seminole county",school,High school wrestling facilities,Yes,USA Wrestling certified coaches,moderate
USAWrestling_004,American Warrior Wrestling,USA Wrestling Club,Wrestling,Youth & Competitive Wrestling,Club,all_levels,2909 Mansfield Blvd.,Wesley Chapel,FL,33543,Pasco,Tampa,28.3591,-82.4810,+1-813-924-5369,jamey@americanwarrior.com,Jamey Ketler,Jamey Ketler,https://Wiregrass Ranch High School,Unknown,Unknown,6,18,"Youth, Teen",coed,Yes,year_round,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,0.0,0,partner_feed,FAWA Official List,2025-12-13,Wiregrass Ranch High School,"wrestling classes wesley chapel florida,youth wrestling training pasco county",school,High school wrestling facilities,Yes,USA Wrestling certified coaches,moderate
